,date,precipitation,precipitation_normal
21973,20081103,1.02,3.46
21974,20081104,1.02,3.46
21975,20081105,1.02,3.47
21976,20081106,1.02,3.48
21977,20081107,1.02,3.49
21978,20081108,1.02,3.5
21979,20081109,1.03,3.51
21980,20081110,1.03,3.52
21981,20081111,1.03,3.52
21982,20081112,1.03,3.53
21983,20081113,1.03,3.54
21984,20081114,1.03,3.55
21985,20081115,1.03,3.56
21986,20081116,1.03,3.57
21987,20081117,1.03,3.58
21988,20081118,1.03,3.59
21989,20081119,1.03,3.6
21990,20081120,1.03,3.61
21991,20081121,1.03,3.62
21992,20081122,1.03,3.63
21993,20081123,1.03,3.65
21994,20081124,1.03,3.66
21995,20081125,1.03,3.67
21996,20081126,1.35,3.68
21997,20081127,1.49,3.69
21998,20081128,1.49,3.71
21999,20081129,1.49,3.72
22000,20081130,1.49,3.73
22001,20081201,1.49,3.74
22002,20081202,1.49,3.75
22003,20081203,1.49,3.77
22004,20081204,1.49,3.78
22005,20081205,1.49,3.79
22006,20081206,1.49,3.8
22007,20081207,1.49,3.81
22008,20081208,1.49,3.82
22009,20081209,1.49,3.83
22010,20081210,1.49,3.85
22011,20081211,1.49,3.86
22012,20081212,1.49,3.87
22013,20081213,1.49,3.88
22014,20081214,1.49,3.9
22015,20081215,1.78,3.91
22016,20081216,1.78,3.93
22017,20081217,2.51,3.94
22018,20081218,2.51,3.96
22019,20081219,2.51,3.97
22020,20081220,2.51,3.98
22021,20081221,2.51,4.0
22022,20081222,2.51,4.02
22023,20081223,2.51,4.03
22024,20081224,2.52,4.05
22025,20081225,2.64,4.07
22026,20081226,2.64,4.08
22027,20081227,2.64,4.1
22028,20081228,2.64,4.12
22029,20081229,2.64,4.14
22030,20081230,2.64,4.16
22031,20081231,2.64,4.18
22032,20090101,0.00,0.02
22033,20090102,0.00,0.04
22034,20090103,0.00,0.06
22035,20090104,0.00,0.08
22036,20090105,0.00,0.1
22037,20090106,0.00,0.12
22038,20090107,0.00,0.14
22039,20090108,0.00,0.16
22040,20090109,0.00,0.18
22041,20090110,0.00,0.2
22042,20090111,0.00,0.22
22043,20090112,0.00,0.23
22044,20090113,0.00,0.25
22045,20090114,0.00,0.27
22046,20090115,0.00,0.29
22047,20090116,0.00,0.31
22048,20090117,0.00,0.33
22049,20090118,0.00,0.35
22050,20090119,0.00,0.36
22051,20090120,0.00,0.38
22052,20090121,T,0.39
22053,20090122,0.01,0.41
22054,20090123,0.04,0.43
22055,20090124,0.04,0.44
22056,20090125,0.04,0.46
22057,20090126,0.04,0.47
22058,20090127,0.04,0.49
22059,20090128,0.04,0.51
22060,20090129,0.04,0.52
22061,20090130,0.04,0.54
22062,20090131,0.04,0.56
22063,20090201,0.04,0.58
22064,20090202,0.04,0.6
22065,20090203,0.04,0.63
22066,20090204,0.04,0.65
22067,20090205,0.04,0.67
22068,20090206,0.04,0.69
22069,20090207,0.62,0.72
22070,20090208,0.63,0.75
22071,20090209,0.71,0.77
22072,20090210,0.71,0.8
22073,20090211,0.71,0.83
22074,20090212,0.71,0.85
22075,20090213,0.72,0.88
22076,20090214,0.72,0.92
22077,20090215,0.72,0.95
22078,20090216,0.82,0.98
22079,20090217,0.82,1.01
22080,20090218,0.82,1.05
22081,20090219,0.82,1.08
22082,20090220,0.82,1.11
22083,20090221,0.82,1.14
22084,20090222,0.82,1.18
22085,20090223,0.82,1.21
22086,20090224,0.82,1.24
22087,20090225,0.82,1.27
22088,20090226,0.82,1.3
22089,20090227,0.82,1.33
22090,20090228,0.82,1.36
22091,20090301,0.82,1.38
22092,20090302,0.82,1.4
22093,20090303,0.82,1.42
22094,20090304,0.82,1.44
22095,20090305,0.82,1.46
22096,20090306,0.82,1.48
22097,20090307,0.82,1.5
22098,20090308,0.82,1.52
22099,20090309,0.82,1.53
22100,20090310,0.82,1.55
22101,20090311,0.82,1.56
22102,20090312,0.82,1.58
22103,20090313,0.82,1.59
22104,20090314,0.82,1.61
22105,20090315,0.82,1.62
22106,20090316,0.82,1.63
22107,20090317,0.82,1.64
22108,20090318,0.82,1.65
22109,20090319,0.82,1.66
22110,20090320,0.82,1.68
22111,20090321,0.82,1.69
22112,20090322,0.82,1.7
22113,20090323,0.82,1.71
22114,20090324,0.82,1.72
22115,20090325,0.82,1.73
22116,20090326,0.82,1.74
22117,20090327,0.82,1.74
22118,20090328,0.82,1.75
22119,20090329,0.82,1.76
22120,20090330,0.82,1.77
22121,20090331,0.82,1.78
22122,20090401,0.82,1.79
22123,20090402,0.82,1.8
22124,20090403,0.82,1.81
22125,20090404,0.82,1.82
22126,20090405,0.82,1.83
22127,20090406,0.82,1.84
22128,20090407,0.82,1.85
22129,20090408,0.82,1.85
22130,20090409,0.82,1.86
22131,20090410,0.84,1.87
22132,20090411,0.86,1.88
22133,20090412,0.86,1.88
22134,20090413,0.86,1.89
22135,20090414,0.86,1.89
22136,20090415,0.87,1.9
22137,20090416,0.87,1.9
22138,20090417,0.87,1.91
22139,20090418,0.87,1.92
22140,20090419,0.87,1.92
22141,20090420,0.87,1.93
22142,20090421,0.87,1.93
22143,20090422,0.87,1.94
22144,20090423,0.87,1.94
22145,20090424,0.87,1.95
22146,20090425,0.87,1.95
22147,20090426,0.87,1.96
22148,20090427,0.87,1.96
22149,20090428,0.87,1.97
22150,20090429,0.87,1.98
22151,20090430,0.87,1.98
22152,20090501,0.87,1.98
22153,20090502,0.87,1.99
22154,20090503,0.87,1.99
22155,20090504,0.87,1.99
22156,20090505,0.87,2.0
22157,20090506,0.87,2.0
22158,20090507,0.87,2.0
22159,20090508,0.87,2.01
22160,20090509,0.87,2.01
22161,20090510,0.87,2.01
22162,20090511,0.87,2.02
22163,20090512,0.87,2.02
22164,20090513,0.87,2.02
22165,20090514,0.87,2.02
22166,20090515,0.87,2.03
22167,20090516,0.87,2.03
22168,20090517,0.87,2.03
22169,20090518,0.87,2.03
22170,20090519,0.87,2.03
22171,20090520,0.87,2.03
22172,20090521,0.87,2.04
22173,20090522,0.87,2.04
22174,20090523,0.87,2.04
22175,20090524,0.87,2.04
22176,20090525,0.87,2.04
22177,20090526,0.87,2.04
22178,20090527,0.87,2.05
22179,20090528,0.87,2.05
22180,20090529,0.87,2.05
22181,20090530,0.87,2.05
22182,20090531,0.87,2.05
22183,20090601,0.87,2.05
22184,20090602,0.87,2.05
22185,20090603,0.87,2.05
22186,20090604,0.87,2.05
22187,20090605,0.87,2.05
22188,20090606,0.87,2.06
22189,20090607,0.87,2.06
22190,20090608,0.87,2.06
22191,20090609,0.87,2.06
22192,20090610,0.87,2.06
22193,20090611,0.87,2.06
22194,20090612,0.87,2.06
22195,20090613,0.87,2.06
22196,20090614,0.87,2.06
22197,20090615,0.87,2.06
22198,20090616,0.87,2.06
22199,20090617,0.87,2.06
22200,20090618,0.87,2.06
22201,20090619,0.87,2.06
22202,20090620,0.87,2.06
22203,20090621,0.87,2.07
22204,20090622,0.87,2.07
22205,20090623,0.87,2.07
22206,20090624,0.97,2.07
22207,20090625,0.97,2.07
22208,20090626,0.97,2.08
22209,20090627,0.97,2.08
22210,20090628,0.97,2.08
22211,20090629,0.97,2.09
22212,20090630,0.97,2.09
22213,20090701,0.97,2.1
22214,20090702,0.97,2.11
22215,20090703,0.97,2.11
22216,20090704,0.97,2.12
22217,20090705,0.97,2.13
22218,20090706,0.97,2.14
22219,20090707,0.97,2.15
22220,20090708,0.97,2.17
22221,20090709,0.97,2.18
22222,20090710,0.97,2.19
22223,20090711,0.97,2.2
22224,20090712,0.97,2.21
22225,20090713,0.97,2.23
22226,20090714,0.97,2.24
22227,20090715,0.97,2.25
22228,20090716,0.97,2.27
22229,20090717,0.97,2.28
22230,20090718,1.00,2.3
22231,20090719,1.00,2.31
22232,20090720,1.24,2.32
22233,20090721,1.24,2.34
22234,20090722,1.26,2.35
22235,20090723,1.26,2.37
22236,20090724,1.26,2.38
22237,20090725,1.26,2.39
22238,20090726,1.26,2.4
22239,20090727,1.26,2.42
22240,20090728,1.26,2.43
22241,20090729,1.26,2.44
22242,20090730,1.26,2.46
22243,20090731,1.26,2.47
22244,20090801,1.26,2.48
22245,20090802,1.26,2.49
22246,20090803,1.26,2.5
22247,20090804,1.26,2.51
22248,20090805,1.26,2.52
22249,20090806,1.26,2.53
22250,20090807,1.26,2.54
22251,20090808,1.26,2.55
22252,20090809,1.26,2.56
22253,20090810,1.26,2.57
22254,20090811,1.26,2.58
22255,20090812,1.26,2.59
22256,20090813,1.26,2.6
22257,20090814,1.26,2.61
22258,20090815,1.26,2.62
22259,20090816,1.26,2.63
22260,20090817,1.26,2.64
22261,20090818,1.26,2.65
22262,20090819,1.26,2.66
22263,20090820,1.26,2.67
22264,20090821,1.26,2.68
22265,20090822,1.28,2.69
22266,20090823,1.28,2.7
22267,20090824,1.28,2.71
22268,20090825,1.28,2.72
22269,20090826,1.28,2.73
22270,20090827,1.28,2.74
22271,20090828,1.28,2.75
22272,20090829,1.28,2.77
22273,20090830,1.28,2.78
22274,20090831,1.28,2.79
22275,20090901,1.28,2.8
22276,20090902,1.28,2.82
22277,20090903,1.28,2.83
22278,20090904,1.28,2.84
22279,20090905,1.28,2.86
22280,20090906,1.28,2.87
22281,20090907,1.28,2.88
22282,20090908,1.28,2.89
22283,20090909,1.28,2.9
22284,20090910,1.28,2.92
22285,20090911,1.28,2.93
22286,20090912,1.28,2.94
22287,20090913,1.28,2.95
22288,20090914,1.28,2.96
22289,20090915,1.28,2.98
22290,20090916,1.28,2.99
22291,20090917,1.28,3.0
22292,20090918,1.28,3.01
22293,20090919,1.28,3.02
22294,20090920,1.28,3.03
22295,20090921,1.28,3.04
22296,20090922,1.28,3.05
22297,20090923,1.28,3.06
22298,20090924,1.28,3.07
22299,20090925,1.28,3.08
22300,20090926,1.28,3.08
22301,20090927,1.28,3.09
22302,20090928,1.28,3.1
22303,20090929,1.28,3.1
22304,20090930,1.28,3.11
22305,20091001,1.28,3.12
22306,20091002,1.28,3.12
22307,20091003,1.28,3.13
22308,20091004,1.28,3.14
22309,20091005,1.28,3.15
22310,20091006,1.28,3.16
22311,20091007,1.28,3.17
22312,20091008,1.28,3.18
22313,20091009,1.28,3.19
22314,20091010,1.28,3.2
22315,20091011,1.28,3.21
22316,20091012,1.28,3.22
22317,20091013,1.28,3.23
22318,20091014,1.28,3.24
22319,20091015,1.28,3.26
22320,20091016,1.28,3.27
22321,20091017,1.28,3.28
22322,20091018,1.28,3.29
22323,20091019,1.28,3.3
22324,20091020,1.28,3.31
22325,20091021,1.28,3.32
22326,20091022,1.28,3.33
22327,20091023,1.28,3.34
22328,20091024,1.28,3.36
22329,20091025,1.28,3.37
22330,20091026,1.28,3.38
22331,20091027,1.28,3.39
22332,20091028,1.28,3.4
22333,20091029,1.28,3.41
22334,20091030,1.28,3.42
22335,20091031,1.28,3.43
22336,20091101,1.28,3.44
22337,20091102,1.28,3.45
22338,20091103,1.28,3.46
22339,20091104,1.28,3.46
22340,20091105,1.28,3.47
22341,20091106,1.28,3.48
22342,20091107,1.28,3.49
22343,20091108,1.28,3.5
22344,20091109,1.28,3.51
22345,20091110,1.28,3.52
22346,20091111,1.28,3.52
22347,20091112,1.28,3.53
22348,20091113,1.28,3.54
22349,20091114,1.28,3.55
22350,20091115,1.28,3.56
22351,20091116,1.28,3.57
22352,20091117,1.28,3.58
22353,20091118,1.28,3.59
22354,20091119,1.28,3.6
22355,20091120,1.28,3.61
22356,20091121,1.28,3.62
22357,20091122,1.28,3.63
22358,20091123,1.28,3.65
22359,20091124,1.28,3.66
22360,20091125,1.28,3.67
22361,20091126,1.28,3.68
22362,20091127,1.28,3.69
22363,20091128,1.30,3.71
22364,20091129,1.30,3.72
22365,20091130,1.30,3.73
22366,20091201,1.30,3.74
22367,20091202,1.30,3.75
22368,20091203,1.30,3.77
22369,20091204,1.30,3.78
22370,20091205,1.30,3.79
22371,20091206,1.30,3.8
22372,20091207,1.58,3.81
22373,20091208,1.58,3.82
22374,20091209,1.58,3.83
22375,20091210,1.58,3.85
22376,20091211,1.58,3.86
22377,20091212,1.59,3.87
22378,20091213,1.59,3.88
22379,20091214,1.59,3.9
22380,20091215,1.59,3.91
22381,20091216,1.59,3.93
22382,20091217,1.59,3.94
22383,20091218,1.59,3.96
22384,20091219,1.59,3.97
22385,20091220,1.59,3.98
22386,20091221,1.59,4.0
22387,20091222,1.59,4.02
22388,20091223,1.59,4.03
22389,20091224,1.59,4.05
22390,20091225,1.59,4.07
22391,20091226,1.59,4.08
22392,20091227,1.59,4.1
22393,20091228,1.59,4.12
22394,20091229,1.59,4.14
22395,20091230,1.59,4.16
22396,20091231,1.59,4.18
22397,20100101,0.00,0.02
22398,20100102,0.00,0.04
22399,20100103,0.00,0.06
22400,20100104,0.00,0.08
22401,20100105,0.00,0.1
22402,20100106,0.00,0.12
22403,20100107,0.00,0.14
22404,20100108,0.00,0.16
22405,20100109,0.00,0.18
22406,20100110,0.00,0.2
22407,20100111,0.00,0.22
22408,20100112,0.00,0.23
22409,20100113,T,0.25
22410,20100114,T,0.27
22411,20100115,T,0.29
22412,20100116,T,0.31
22413,20100117,T,0.33
22414,20100118,0.04,0.35
22415,20100119,0.53,0.36
22416,20100120,0.80,0.38
22417,20100121,1.69,0.39
22418,20100122,1.70,0.41
22419,20100123,1.70,0.43
22420,20100124,1.70,0.44
22421,20100125,1.70,0.46
22422,20100126,1.70,0.47
22423,20100127,2.04,0.49
22424,20100128,2.04,0.51
22425,20100129,2.04,0.52
22426,20100130,2.04,0.54
22427,20100131,2.04,0.56
22428,20100201,2.04,0.58
22429,20100202,2.04,0.6
22430,20100203,2.04,0.63
22431,20100204,2.04,0.65
22432,20100205,2.06,0.67
22433,20100206,2.47,0.69
22434,20100207,2.47,0.72
22435,20100208,2.47,0.75
22436,20100209,2.68,0.77
22437,20100210,2.71,0.8
22438,20100211,2.71,0.83
22439,20100212,2.71,0.85
22440,20100213,2.71,0.88
22441,20100214,2.71,0.92
22442,20100215,2.71,0.95
22443,20100216,2.71,0.98
22444,20100217,2.71,1.01
22445,20100218,2.71,1.05
22446,20100219,2.71,1.08
22447,20100220,2.71,1.11
22448,20100221,2.71,1.14
22449,20100222,2.95,1.18
22450,20100223,2.95,1.21
22451,20100224,2.95,1.24
22452,20100225,2.95,1.27
22453,20100226,2.95,1.3
22454,20100227,3.09,1.33
22455,20100228,3.09,1.36
22456,20100301,3.09,1.38
22457,20100302,3.09,1.4
22458,20100303,3.09,1.42
22459,20100304,3.09,1.44
22460,20100305,3.09,1.46
22461,20100306,3.10,1.48
22462,20100307,3.24,1.5
22463,20100308,3.24,1.52
22464,20100309,3.24,1.53
22465,20100310,3.24,1.55
22466,20100311,3.24,1.56
22467,20100312,3.24,1.58
22468,20100313,3.24,1.59
22469,20100314,3.24,1.61
22470,20100315,3.24,1.62
22471,20100316,3.24,1.63
22472,20100317,3.24,1.64
22473,20100318,3.24,1.65
22474,20100319,3.24,1.66
22475,20100320,3.24,1.68
22476,20100321,3.24,1.69
22477,20100322,3.24,1.7
22478,20100323,3.24,1.71
22479,20100324,3.24,1.72
22480,20100325,3.24,1.73
22481,20100326,3.24,1.74
22482,20100327,3.24,1.74
22483,20100328,3.24,1.75
22484,20100329,3.24,1.76
22485,20100330,3.24,1.77
22486,20100331,3.24,1.78
22487,20100401,3.24,1.79
22488,20100402,3.24,1.8
22489,20100403,3.24,1.81
22490,20100404,3.24,1.82
22491,20100405,3.25,1.83
22492,20100406,3.25,1.84
22493,20100407,3.25,1.85
22494,20100408,3.25,1.85
22495,20100409,3.25,1.86
22496,20100410,3.25,1.87
22497,20100411,3.25,1.88
22498,20100412,3.25,1.88
22499,20100413,3.25,1.89
22500,20100414,3.25,1.89
22501,20100415,3.25,1.9
22502,20100416,3.25,1.9
22503,20100417,3.25,1.91
22504,20100418,3.25,1.92
22505,20100419,3.25,1.92
22506,20100420,3.25,1.93
22507,20100421,3.25,1.93
22508,20100422,3.29,1.94
22509,20100423,3.29,1.94
22510,20100424,3.29,1.95
22511,20100425,3.29,1.95
22512,20100426,3.29,1.96
22513,20100427,3.29,1.96
22514,20100428,3.29,1.97
22515,20100429,3.29,1.98
22516,20100430,3.29,1.98
22517,20100501,3.29,1.98
22518,20100502,3.29,1.99
22519,20100503,3.29,1.99
22520,20100504,3.29,1.99
22521,20100505,3.29,2.0
22522,20100506,3.29,2.0
22523,20100507,3.29,2.0
22524,20100508,3.29,2.01
22525,20100509,3.29,2.01
22526,20100510,3.29,2.01
22527,20100511,3.29,2.02
22528,20100512,3.29,2.02
22529,20100513,3.29,2.02
22530,20100514,3.29,2.02
22531,20100515,3.29,2.03
22532,20100516,3.29,2.03
22533,20100517,3.29,2.03
22534,20100518,3.29,2.03
22535,20100519,3.29,2.03
22536,20100520,3.29,2.03
22537,20100521,3.29,2.04
22538,20100522,3.29,2.04
22539,20100523,3.29,2.04
22540,20100524,3.29,2.04
22541,20100525,3.29,2.04
22542,20100526,3.29,2.04
22543,20100527,3.29,2.05
22544,20100528,3.29,2.05
22545,20100529,3.29,2.05
22546,20100530,3.29,2.05
22547,20100531,3.29,2.05
22548,20100601,3.29,2.05
22549,20100602,3.29,2.05
22550,20100603,3.29,2.05
22551,20100604,3.29,2.05
22552,20100605,3.29,2.05
22553,20100606,3.29,2.06
22554,20100607,3.29,2.06
22555,20100608,3.29,2.06
22556,20100609,3.29,2.06
22557,20100610,3.29,2.06
22558,20100611,3.29,2.06
22559,20100612,3.29,2.06
22560,20100613,3.29,2.06
22561,20100614,3.29,2.06
22562,20100615,3.29,2.06
22563,20100616,3.29,2.06
22564,20100617,3.29,2.06
22565,20100618,3.29,2.06
22566,20100619,3.29,2.06
22567,20100620,3.29,2.06
22568,20100621,3.29,2.07
22569,20100622,3.29,2.07
22570,20100623,3.29,2.07
22571,20100624,3.29,2.07
22572,20100625,3.29,2.07
22573,20100626,3.29,2.08
22574,20100627,3.29,2.08
22575,20100628,3.29,2.08
22576,20100629,3.29,2.09
22577,20100630,3.29,2.09
22578,20100701,3.29,2.1
22579,20100702,3.29,2.11
22580,20100703,3.29,2.11
22581,20100704,3.29,2.12
22582,20100705,3.29,2.13
22583,20100706,3.29,2.14
22584,20100707,3.29,2.15
22585,20100708,3.29,2.17
22586,20100709,3.29,2.18
22587,20100710,3.29,2.19
22588,20100711,3.29,2.2
22589,20100712,3.29,2.21
22590,20100713,3.29,2.23
22591,20100714,3.29,2.24
22592,20100715,3.29,2.25
22593,20100716,3.29,2.27
22594,20100717,3.29,2.28
22595,20100718,3.29,2.3
22596,20100719,3.29,2.31
22597,20100720,3.29,2.32
22598,20100721,3.29,2.34
22599,20100722,3.29,2.35
22600,20100723,3.29,2.37
22601,20100724,3.29,2.38
22602,20100725,3.29,2.39
22603,20100726,3.29,2.4
22604,20100727,3.29,2.42
22605,20100728,3.29,2.43
22606,20100729,3.29,2.44
22607,20100730,3.29,2.46
22608,20100731,3.29,2.47
22609,20100801,3.29,2.48
22610,20100802,3.29,2.49
22611,20100803,3.29,2.5
22612,20100804,3.29,2.51
22613,20100805,3.29,2.52
22614,20100806,3.29,2.53
22615,20100807,3.29,2.54
22616,20100808,3.29,2.55
22617,20100809,3.29,2.56
22618,20100810,3.29,2.57
22619,20100811,3.29,2.58
22620,20100812,3.29,2.59
22621,20100813,3.29,2.6
22622,20100814,3.29,2.61
22623,20100815,3.29,2.62
22624,20100816,3.29,2.63
22625,20100817,3.29,2.64
22626,20100818,3.29,2.65
22627,20100819,3.29,2.66
22628,20100820,3.29,2.67
22629,20100821,3.29,2.68
22630,20100822,3.29,2.69
22631,20100823,3.29,2.7
22632,20100824,3.29,2.71
22633,20100825,3.29,2.72
22634,20100826,3.29,2.73
22635,20100827,3.29,2.74
22636,20100828,3.29,2.75
22637,20100829,3.29,2.77
22638,20100830,3.29,2.78
22639,20100831,3.29,2.79
22640,20100901,3.29,2.8
22641,20100902,3.29,2.82
22642,20100903,3.29,2.83
22643,20100904,3.29,2.84
22644,20100905,3.29,2.86
22645,20100906,3.29,2.87
22646,20100907,3.30,2.88
22647,20100908,3.30,2.89
22648,20100909,3.30,2.9
22649,20100910,3.30,2.92
22650,20100911,3.30,2.93
22651,20100912,3.30,2.94
22652,20100913,3.30,2.95
22653,20100914,3.30,2.96
22654,20100915,3.30,2.98
22655,20100916,3.30,2.99
22656,20100917,3.30,3.0
22657,20100918,3.30,3.01
22658,20100919,3.30,3.02
22659,20100920,3.30,3.03
22660,20100921,3.30,3.04
22661,20100922,3.30,3.05
22662,20100923,3.30,3.06
22663,20100924,3.30,3.07
22664,20100925,3.30,3.08
22665,20100926,3.30,3.08
22666,20100927,3.30,3.09
22667,20100928,3.30,3.1
22668,20100929,3.30,3.1
22669,20100930,3.30,3.11
22670,20101001,3.30,3.12
22671,20101002,3.33,3.12
22672,20101003,3.33,3.13
22673,20101004,3.33,3.14
22674,20101005,3.33,3.15
22675,20101006,3.33,3.16
22676,20101007,3.33,3.17
22677,20101008,3.33,3.18
22678,20101009,3.33,3.19
22679,20101010,3.33,3.2
22680,20101011,3.33,3.21
22681,20101012,3.33,3.22
22682,20101013,3.33,3.23
22683,20101014,3.33,3.24
22684,20101015,3.33,3.26
22685,20101016,3.33,3.27
22686,20101017,3.61,3.28
22687,20101018,3.66,3.29
22688,20101019,3.77,3.3
22689,20101020,4.12,3.31
22690,20101021,4.12,3.32
22691,20101022,4.12,3.33
22692,20101023,4.12,3.34
22693,20101024,4.12,3.36
22694,20101025,4.12,3.37
22695,20101026,4.12,3.38
22696,20101027,4.12,3.39
22697,20101028,4.12,3.4
22698,20101029,4.12,3.41
22699,20101030,4.12,3.42
22700,20101031,4.12,3.43
22701,20101101,4.12,3.44
22702,20101102,4.12,3.45
22703,20101103,4.12,3.46
22704,20101104,4.12,3.46
22705,20101105,4.12,3.47
22706,20101106,4.12,3.48
22707,20101107,4.12,3.49
22708,20101108,4.12,3.5
22709,20101109,4.12,3.51
22710,20101110,4.12,3.52
22711,20101111,4.12,3.52
22712,20101112,4.12,3.53
22713,20101113,4.12,3.54
22714,20101114,4.12,3.55
22715,20101115,4.12,3.56
22716,20101116,4.12,3.57
22717,20101117,4.12,3.58
22718,20101118,4.12,3.59
22719,20101119,4.12,3.6
22720,20101120,4.12,3.61
22721,20101121,4.13,3.62
22722,20101122,4.13,3.63
22723,20101123,4.13,3.65
22724,20101124,4.13,3.66
22725,20101125,4.13,3.67
22726,20101126,4.13,3.68
22727,20101127,4.13,3.69
22728,20101128,4.13,3.71
22729,20101129,4.13,3.72
22730,20101130,4.13,3.73
22731,20101201,4.13,3.74
22732,20101202,4.13,3.75
22733,20101203,4.13,3.77
22734,20101204,4.13,3.78
22735,20101205,4.16,3.79
22736,20101206,4.26,3.8
22737,20101207,4.26,3.81
22738,20101208,4.26,3.82
22739,20101209,4.26,3.83
22740,20101210,4.26,3.85
22741,20101211,4.26,3.86
22742,20101212,4.26,3.87
22743,20101213,4.26,3.88
22744,20101214,4.26,3.9
22745,20101215,4.26,3.91
22746,20101216,4.26,3.93
22747,20101217,4.33,3.94
22748,20101218,4.33,3.96
22749,20101219,4.33,3.97
22750,20101220,4.73,3.98
22751,20101221,4.87,4.0
22752,20101222,5.88,4.02
22753,20101223,5.89,4.03
22754,20101224,5.89,4.05
22755,20101225,5.89,4.07
22756,20101226,5.90,4.08
22757,20101227,5.90,4.1
22758,20101228,5.90,4.12
22759,20101229,5.90,4.14
22760,20101230,5.90,4.16
22761,20101231,5.90,4.18
22762,20110101,0.00,0.02
22763,20110102,T,0.04
22764,20110103,0.01,0.06
22765,20110104,0.01,0.08
22766,20110105,0.01,0.1
22767,20110106,0.01,0.12
22768,20110107,0.01,0.14
22769,20110108,0.01,0.16
22770,20110109,0.01,0.18
22771,20110110,0.01,0.2
22772,20110111,0.01,0.22
22773,20110112,0.01,0.23
22774,20110113,0.01,0.25
22775,20110114,0.01,0.27
22776,20110115,0.01,0.29
22777,20110116,0.01,0.31
22778,20110117,0.01,0.33
22779,20110118,0.01,0.35
22780,20110119,0.01,0.36
22781,20110120,0.01,0.38
22782,20110121,0.01,0.39
22783,20110122,0.01,0.41
22784,20110123,0.01,0.43
22785,20110124,0.01,0.44
22786,20110125,0.01,0.46
22787,20110126,0.01,0.47
22788,20110127,0.01,0.49
22789,20110128,0.01,0.51
22790,20110129,0.01,0.52
22791,20110130,0.01,0.54
22792,20110131,0.01,0.56
22793,20110201,0.01,0.58
22794,20110202,0.01,0.6
22795,20110203,0.01,0.63
22796,20110204,0.01,0.65
22797,20110205,0.01,0.67
22798,20110206,0.01,0.69
22799,20110207,0.01,0.72
22800,20110208,0.01,0.75
22801,20110209,0.01,0.77
22802,20110210,0.01,0.8
22803,20110211,0.01,0.83
22804,20110212,0.01,0.85
22805,20110213,0.01,0.88
22806,20110214,0.01,0.92
22807,20110215,0.01,0.95
22808,20110216,0.01,0.98
22809,20110217,0.01,1.01
22810,20110218,0.01,1.05
22811,20110219,0.06,1.08
22812,20110220,0.08,1.11
22813,20110221,0.08,1.14
22814,20110222,0.08,1.18
22815,20110223,0.08,1.21
22816,20110224,0.08,1.24
22817,20110225,0.08,1.27
22818,20110226,0.08,1.3
22819,20110227,0.08,1.33
22820,20110228,0.08,1.36
22821,20110301,0.08,1.38
22822,20110302,0.08,1.4
22823,20110303,0.08,1.42
22824,20110304,0.08,1.44
22825,20110305,0.08,1.46
22826,20110306,0.08,1.48
22827,20110307,0.08,1.5
22828,20110308,0.08,1.52
22829,20110309,0.08,1.53
22830,20110310,0.08,1.55
22831,20110311,0.08,1.56
22832,20110312,0.08,1.58
22833,20110313,0.08,1.59
22834,20110314,0.08,1.61
22835,20110315,0.08,1.62
22836,20110316,0.08,1.63
22837,20110317,0.08,1.64
22838,20110318,0.08,1.65
22839,20110319,0.08,1.66
22840,20110320,0.08,1.68
22841,20110321,0.23,1.69
22842,20110322,0.23,1.7
22843,20110323,0.25,1.71
22844,20110324,0.25,1.72
22845,20110325,0.25,1.73
22846,20110326,0.25,1.74
22847,20110327,0.25,1.74
22848,20110328,0.25,1.75
22849,20110329,0.25,1.76
22850,20110330,0.25,1.77
22851,20110331,0.25,1.78
22852,20110401,0.25,1.79
22853,20110402,0.25,1.8
22854,20110403,0.25,1.81
22855,20110404,0.25,1.82
22856,20110405,0.25,1.83
22857,20110406,0.25,1.84
22858,20110407,0.25,1.85
22859,20110408,0.25,1.85
22860,20110409,0.25,1.86
22861,20110410,0.25,1.87
22862,20110411,0.25,1.88
22863,20110412,0.25,1.88
22864,20110413,0.25,1.89
22865,20110414,0.25,1.89
22866,20110415,0.25,1.9
22867,20110416,0.25,1.9
22868,20110417,0.25,1.91
22869,20110418,0.25,1.92
22870,20110419,0.25,1.92
22871,20110420,0.25,1.93
22872,20110421,0.25,1.93
22873,20110422,0.25,1.94
22874,20110423,0.25,1.94
22875,20110424,0.25,1.95
22876,20110425,0.25,1.95
22877,20110426,0.25,1.96
22878,20110427,0.25,1.96
22879,20110428,0.25,1.97
22880,20110429,0.25,1.98
22881,20110430,0.25,1.98
22882,20110501,0.25,1.98
22883,20110502,0.25,1.99
22884,20110503,0.25,1.99
22885,20110504,0.25,1.99
22886,20110505,0.25,2.0
22887,20110506,0.25,2.0
22888,20110507,0.25,2.0
22889,20110508,0.25,2.01
22890,20110509,0.25,2.01
22891,20110510,0.25,2.01
22892,20110511,0.25,2.02
22893,20110512,0.25,2.02
22894,20110513,0.25,2.02
22895,20110514,0.25,2.02
22896,20110515,0.25,2.03
22897,20110516,0.25,2.03
22898,20110517,0.25,2.03
22899,20110518,0.26,2.03
22900,20110519,0.26,2.03
22901,20110520,0.26,2.03
22902,20110521,0.26,2.04
22903,20110522,0.26,2.04
22904,20110523,0.26,2.04
22905,20110524,0.26,2.04
